DNI,Nombre Completo,Zona,Prioridad,Hora de Registro
19370602,Felipe Castro Perez,Discapacitado,2,1711
95390666,Victor Rodriguez Sanchez,VIP,5,1626
71510894,Fernando Diaz Romero,Prensa,4,2022
58875134,Andres Mamani Gonzales,Prensa,4,0915
14377913,Ivan Martin Solis,Staff,3,1534
78837633,Marta Perez Torres,VIP,5,1530
85072688,Fernando Martin Castro,General A,2,1705
86839096,Andrea Rojas Navarro,General B,1,1354
48422895,Josefa Solis Lopez,General B,1,1408
12952514,Monica Garcia Vargas,VIP,5,1241
76969783,Rodrigo Ruiz Perez,Discapacitado,2,1907
20479276,Valentina Diaz Medina,Staff,3,1202
69298459,Paulina Lopez Navarro,General A,2,2129
26730405,Alejandro Alvarez Castro,VIP,5,2015
32171726,Sergio Herrera Perez,Discapacitado,2,2032
95955513,Andrea Solis Rodriguez,Platino,4,1900
71250897,Mateo Gonzales Castro,Discapacitado,2,1757
40107121,Rodrigo Moreno Sanchez,Prensa,4,1726
16285528,Gabriela Fernandez Rios,Staff,3,2142
52157952,Sergio Gomez Romero,Platino,4,1512
30101455,Marco Sanchez Ruiz,Discapacitado,2,1609
24362082,Alicia Torres Castro,General A,2,1424
42284721,Carolina Soto Castillo,General A,2,1130
21291673,Andres Herrera Moreno,General A,2,1802
78868503,Martin Flores Castro,Platino,4,1710
95260665,Clara Fernandez Acosta,General B,1,2122
47287285,Daniel Gomez Mamani,General A,2,1800
77856247,Mario Diaz Rodriguez,VIP,5,1201
99135644,Laura Moreno Navarro,Staff,3,1737
25359687,Ana Alvarez Martinez,VIP,5,1459
67679273,Natalia Ruiz Rios,Platino,4,0917
84198803,Mariana Rojas Martinez,General A,2,1116
84795851,Maria Sanchez Alvarez,Staff,3,2118
88997570,Lucia Torres Moreno,Staff,3,1058
67730940,Manuela Solis Soto,General A,2,1207
34845126,Jesus Vargas Medina,Prensa,4,1814
31072747,Clara Gonzales Flores,Discapacitado,2,1814
22494240,Rodrigo Gonzales Romero,Staff,3,1648
48499625,Valentina Alvarez Lopez,VIP,5,2216
64888346,Guillermo Martinez Torres,General A,2,0914
71111691,Elizabeth Rojas Martinez,Prensa,4,1122
50822021,Luisa Fernandez Soto,VIP,5,2108
83631878,Estefania Rodriguez Navarro,Platino,4,1119
75456193,Fernanda Gomez Castro,Discapacitado,2,0817
32892677,Rafael Herrera Moreno,General A,2,1838
38214409,Lucia Gonzales Gomez,General A,2,1302
74172436,Marta Martin Flores,General A,2,1047
10165995,Isabel Rojas Flores,Staff,3,1231
90231401,Luisa Lopez Romero,Prensa,4,1003
38159634,Fabian Ruiz Castillo,General A,2,0936
60496971,Marco Perez Diaz,General B,1,0902
47674034,Oscar Medina Lopez,General A,2,1647
80392064,Victor Rodriguez Medina,General B,1,1021
57458223,Jimena Martinez Rios,Discapacitado,2,1318
63185734,Cristian Quispe Martinez,General B,1,1626
83345721,Alejandra Martin Martinez,Staff,3,1346
56535092,Hector Ruiz Torres,VIP,5,1138
68631699,Pedro Gonzales Rodriguez,General B,1,1855
41999708,Daniel Martinez Navarro,General B,1,1928
40191940,Emilia Gomez Rodriguez,VIP,5,1838
53156055,Florencia Gonzales Rojas,Prensa,4,1959
39714216,Fabian Martin Rios,Discapacitado,2,0855
56527574,Monica Rios Martinez,General B,1,1639
74393470,Antonio Diaz Rios,Prensa,4,1907
36035298,David Soto Lopez,Discapacitado,2,0825
83697875,Jose Soto Medina,Discapacitado,2,1603
91728214,Catalina Moreno Solis,Platino,4,1740
78036336,Valentina Castro Navarro,Discapacitado,2,1334
58612923,Sandra Martinez Herrera,Staff,3,1450
15528344,Guillermo Gonzales Gomez,General A,2,0835
34144357,Alejandro Rodriguez Flores,Staff,3,1156
93042087,Rosa Jimenez Perez,General A,2,1321
98376820,Leonardo Ruiz Moreno,Staff,3,0805
14519008,Samuel Gomez Gonzales,Platino,4,2040
65312170,Alicia Vargas Torres,General A,2,1159
17934383,Victor Acosta Castro,Prensa,4,2106
58224633,Daniel Acosta Herrera,VIP,5,1724
48042678,Felipe Diaz Lopez,Discapacitado,2,1503
47474053,Claudia Rodriguez Ruiz,Platino,4,0927
58487771,Patricia Castillo Rios,Prensa,4,1125
17414092,Alejandra Medina Flores,Discapacitado,2,1534
11063499,David Herrera Navarro,VIP,5,1315
47545921,Leonardo Flores Rojas,General A,2,1154
60612672,Eduardo Navarro Perez,Staff,3,1618
45737517,Gabriela Rodriguez Vargas,General A,2,0917
82872222,Patricia Perez Herrera,Staff,3,1802
95962234,Manuela Gonzales Vargas,Discapacitado,2,2203
77752619,Martin Jimenez Mamani,Platino,4,0958
89652575,Alejandra Torres Castro,VIP,5,2124
72321338,Ricardo Moreno Alvarez,General A,2,2036
84745938,Fernando Acosta Sanchez,General A,2,1742
23866912,Mateo Castro Quispe,Platino,4,0827
21001742,Veronica Vargas Moreno,Prensa,4,2020
33733752,Camila Vargas Gonzales,General B,1,1722
21861969,Luisa Rojas Ruiz,General A,2,1013
20100415,Paulina Navarro Gomez,Discapacitado,2,2220
29013500,Monica Alvarez Flores,General A,2,2139
51730876,Sofia Flores Diaz,Prensa,4,1738
96992123,Oscar Moreno Romero,Discapacitado,2,1700
48247406,Margarita Garcia Rodriguez,Discapacitado,2,0921
79221722,Antonio Ruiz Quispe,VIP,5,2010
51271700,Luis Perez Gonzales,Staff,3,2104
10534408,Antonio Moreno Fernandez,VIP,5,2206
89900093,Hector Mamani Fernandez,General B,1,1942
81549926,Elena Moreno Martinez,VIP,5,2154
38690920,Luis Medina Martin,VIP,5,1535
23836610,Ricardo Alvarez Jimenez,Discapacitado,2,1120
70004617,Adriana Mamani Martinez,Discapacitado,2,2114
81366327,Gabriela Castillo Torres,Staff,3,1638
15318303,Valentina Rodriguez Mamani,Discapacitado,2,1810
63774874,Javier Mamani Solis,Platino,4,1146
62092496,Maria Mamani Rios,Discapacitado,2,1406
52776766,Antonio Mamani Romero,General B,1,1740
51292104,Luisa Gomez Soto,Discapacitado,2,1121
90823440,Isabel Navarro Medina,General A,2,0842
12407998,Julia Garcia Torres,General A,2,0907
39119681,Victor Moreno Sanchez,Discapacitado,2,2058
68551814,Esteban Flores Torres,Discapacitado,2,1652
13039986,Natalia Rojas Lopez,Prensa,4,1519
94799276,Esteban Quispe Rios,General B,1,2001
62086661,Paulina Gomez Acosta,Platino,4,1741
67956551,Pedro Rojas Gonzales,Discapacitado,2,1920
86014944,Santiago Martin Rios,General B,1,1904
36641797,Cristian Romero Castillo,General A,2,0959
92968324,Valentina Quispe Solis,Discapacitado,2,1555
66352474,Guillermo Jimenez Vargas,General B,1,0931
36674179,Diego Lopez Torres,Discapacitado,2,1819
73870125,Guillermo Jimenez Martinez,General B,1,2220
55506966,Rafael Rodriguez Vargas,General B,1,2157
71481999,Manuela Jimenez Castillo,Discapacitado,2,0803
50077784,Paola Moreno Quispe,Staff,3,1027
31498613,Carolina Lopez Jimenez,Platino,4,0921
63969560,Jesus Gonzales Lopez,General B,1,1357
53732705,Cristian Vargas Martinez,General B,1,1423
75538281,Tomas Gonzales Gomez,General A,2,2050
92563532,Nicolas Fernandez Diaz,General B,1,1737
62211442,Esteban Martin Romero,General A,2,1955
11613433,Emilio Diaz Soto,Prensa,4,1917
30083922,Santiago Diaz Fernandez,General B,1,1711
65744698,Rosa Quispe Rodriguez,Platino,4,0953
71105364,Jesus Martinez Acosta,Prensa,4,1521
41988473,Pilar Rios Medina,General A,2,0937
96574498,Diego Herrera Navarro,General B,1,1923
22354512,Jimena Gonzales Jimenez,Staff,3,1842
77736087,Cecilia Lopez Jimenez,VIP,5,1015
40060707,Felipe Sanchez Solis,Discapacitado,2,1513
95808788,Angel Rios Fernandez,Discapacitado,2,1345
29404989,Patricia Ruiz Moreno,Discapacitado,2,1608
96118399,Nicolas Gonzales Rios,VIP,5,1319
46651095,Francisco Jimenez Romero,Staff,3,2243
84916166,Rosa Navarro Sanchez,Staff,3,1328
72329610,Natalia Ruiz Sanchez,Discapacitado,2,1126
76601508,Manuela Fernandez Quispe,General A,2,1854
45550979,Clara Gonzales Jimenez,General A,2,2140
79621316,Josefa Rios Quispe,VIP,5,2023
48491124,Jose Moreno Rios,Staff,3,2030
65111741,Javier Castro Vargas,Staff,3,1515
20086819,Emilio Rojas Herrera,Prensa,4,2128
22845133,Valeria Soto Solis,General A,2,0850
82430895,Esteban Castro Fernandez,Prensa,4,1325
29890818,Martin Rios Medina,Prensa,4,1238
20838200,Emilia Solis Diaz,Discapacitado,2,2038
20487562,Angel Rojas Navarro,General A,2,1200
52830929,Veronica Lopez Alvarez,Prensa,4,2246
30153292,Emilio Perez Diaz,General B,1,1108
17686086,Pilar Herrera Perez,Prensa,4,1232
83630572,Sergio Alvarez Garcia,VIP,5,1150
17981612,Daniel Alvarez Gonzales,Staff,3,1554
28747565,Felipe Perez Mamani,Prensa,4,0911
36221207,Andrea Solis Torres,General B,1,0820
13297727,Jimena Perez Garcia,VIP,5,1055
10864793,Natalia Romero Martin,Prensa,4,2112
16256939,Elena Rodriguez Rojas,Discapacitado,2,1325
41777625,Manuel Herrera Navarro,General A,2,1116
40123130,Sofia Rodriguez Medina,VIP,5,1603
69394241,Victor Castro Castillo,Prensa,4,1049
59009341,Javier Sanchez Mamani,Prensa,4,0846
33912496,Jimena Gonzales Acosta,Platino,4,1553
16293953,Jose Acosta Diaz,Platino,4,1500
41048731,Paulina Medina Alvarez,VIP,5,1129
36477776,Gabriel Castillo Gonzales,Platino,4,1431
55645486,Marta Rodriguez Sanchez,VIP,5,1034
53195612,Josefa Perez Medina,Staff,3,2007
99563810,Victor Medina Moreno,General B,1,0925
83314568,Rodrigo Garcia Rodriguez,General A,2,1126
12277066,Paulina Garcia Herrera,Prensa,4,1659
49310795,Elizabeth Garcia Gomez,VIP,5,1011
20963313,Jesus Ruiz Gomez,General B,1,1239
73312503,Samuel Soto Flores,Discapacitado,2,1511
49127675,Jorge Garcia Castro,General A,2,1625
57788537,Victor Romero Acosta,Discapacitado,2,1845
56390908,Diego Castillo Fernandez,VIP,5,1813
63636778,Patricia Vargas Solis,Platino,4,1120
47890410,Elena Romero Mamani,Discapacitado,2,1513
85662215,Margarita Medina Quispe,VIP,5,1146
88212338,Juana Rodriguez Romero,Staff,3,1625
42353547,Clara Diaz Vargas,Discapacitado,2,1051
66839101,Adriana Solis Gonzales,Discapacitado,2,1411
84143974,Emilio Romero Garcia,Prensa,4,0826
44812561,Laura Jimenez Romero,VIP,5,0930
41915490,Jesus Acosta Solis,Discapacitado,2,0856
79332347,Mariana Vargas Mamani,Staff,3,1509
65349913,Victor Soto Torres,Staff,3,1623
10654756,Maria Rodriguez Herrera,Prensa,4,1759
73570637,Gabriel Acosta Martin,General A,2,1222
89814801,Francisco Fernandez Herrera,Prensa,4,1446
53730553,Santiago Quispe Perez,General A,2,1904
19513676,Jesus Alvarez Flores,VIP,5,1836
16844660,Valeria Jimenez Castro,Discapacitado,2,0804
41177965,Ana Acosta Martinez,General B,1,1804
70573098,Maria Herrera Romero,Staff,3,1026
80506592,Antonio Mamani Castro,Discapacitado,2,2117
76029386,Fernando Quispe Lopez,General B,1,1156
90386965,Pablo Castro Sanchez,Discapacitado,2,1835
56991488,Clara Garcia Rios,General B,1,1352
24322226,Juan Sanchez Diaz,Staff,3,1259
28538516,Sofia Gonzales Vargas,Prensa,4,1829
38379841,Juan Lopez Martin,Platino,4,2002
87348693,Pedro Soto Perez,VIP,5,1517
32536632,Fabiana Diaz Castro,Discapacitado,2,2102
82263331,Victor Lopez Medina,Platino,4,1949
21889629,Luisa Torres Vargas,Staff,3,1020
83723504,Angel Rojas Diaz,Discapacitado,2,2137
17391885,Lucia Medina Lopez,General A,2,1517
39372728,Carla Moreno Soto,VIP,5,1815
97899951,Samuel Rodriguez Quispe,Staff,3,2205
52128553,Tomas Castillo Acosta,Staff,3,1616
37090299,Martin Martinez Castro,Prensa,4,1903
86028530,Emilio Sanchez Perez,Discapacitado,2,1730
34461350,Andrea Fernandez Castro,General B,1,0939
89465273,Guillermo Garcia Sanchez,Platino,4,1721
76787031,Francisco Castro Ruiz,Staff,3,1542
99363139,Julio Mamani Fernandez,Staff,3,1714
38508326,Juana Romero Medina,General A,2,1157
15523826,Clara Rodriguez Castillo,Discapacitado,2,2255
74941784,Gustavo Navarro Castillo,Discapacitado,2,1746
39072221,Javier Lopez Romero,Discapacitado,2,0850
74554884,Valentina Acosta Navarro,General B,1,1032
66892931,Carolina Torres Herrera,Prensa,4,1656
55601426,Patricia Alvarez Fernandez,VIP,5,1105
92727510,Francisco Vargas Fernandez,Discapacitado,2,1537
24701545,Felipe Romero Diaz,Platino,4,1112
99288884,Eduardo Martinez Mamani,VIP,5,1308
16291146,Pedro Lopez Moreno,VIP,5,1734
78260952,Ana Flores Navarro,VIP,5,2017
34399244,Gustavo Soto Gonzales,Platino,4,1930
63773884,Victor Navarro Sanchez,Prensa,4,1340
85659381,Adriana Rios Flores,VIP,5,1434
35297317,Isabel Alvarez Rojas,General B,1,1008
11130800,Diego Diaz Gonzales,General A,2,2103
23290521,Juana Perez Acosta,Staff,3,0853
68344929,Elena Solis Garcia,Prensa,4,0922
41516035,Andrea Gonzales Rojas,General B,1,1639
91977224,Jimena Ruiz Vargas,Platino,4,1713
58925260,Marta Diaz Martin,General A,2,1920
46243508,Andrea Rodriguez Gomez,Platino,4,1518
86982021,Luisa Medina Flores,Platino,4,1944
83651836,Julio Soto Gomez,General B,1,1406
15256315,Manuela Diaz Perez,General B,1,1217
44732862,Cristina Ruiz Romero,Platino,4,1423
32281874,Victor Sanchez Gonzales,Prensa,4,1940
98695552,Monica Perez Soto,VIP,5,1615
89487995,Pedro Martin Castillo,General B,1,0857
53046489,Paola Alvarez Soto,VIP,5,1313
25293903,Andres Perez Castro,General A,2,1701
94026945,Mario Navarro Herrera,Platino,4,1848
84222179,Catalina Navarro Martin,Staff,3,1202
46388025,Javier Lopez Gonzales,Platino,4,1428
40047548,Julio Alvarez Martinez,Staff,3,1236
74639174,Francisco Mamani Lopez,General B,1,2213
27339073,Ricardo Mamani Perez,VIP,5,1645
89706184,Carla Sanchez Moreno,VIP,5,1333
93083117,Valeria Alvarez Rodriguez,General B,1,1613
17613593,Emilio Rodriguez Lopez,VIP,5,1922
85069480,Julia Castillo Rodriguez,VIP,5,2104
11412938,Carla Alvarez Perez,Discapacitado,2,0959
63304906,Roberto Alvarez Acosta,Prensa,4,1330
21274075,David Alvarez Medina,General A,2,2203
57195832,Cristian Sanchez Medina,VIP,5,1813
80548333,Manuel Castillo Lopez,Discapacitado,2,2135
81201849,Camila Diaz Jimenez,Prensa,4,2112
68644410,Maria Quispe Diaz,Prensa,4,1122
77354323,Esteban Soto Rios,Prensa,4,1302
74602034,Javiera Garcia Lopez,Platino,4,1429
76249093,Nicolas Flores Garcia,General A,2,2237
24549447,Andres Lopez Solis,General A,2,1606
42127805,Jose Ruiz Mamani,Discapacitado,2,2101
40512943,Leonardo Vargas Garcia,General B,1,2013
83125015,Martin Garcia Vargas,General A,2,1947
23809113,Jimena Quispe Garcia,Staff,3,1951
39138078,Pablo Solis Diaz,Platino,4,0941
76903554,Cecilia Flores Rodriguez,General A,2,1341
54423103,Mateo Herrera Quispe,Platino,4,1953
24377480,Paola Rodriguez Fernandez,General B,1,0948
68332402,Roberto Medina Garcia,Discapacitado,2,2212
79947165,Cristian Navarro Fernandez,Platino,4,1814
82387129,Ana Garcia Diaz,Prensa,4,2141
58957704,Javiera Garcia Medina,General B,1,1148
48024225,Daniel Castillo Diaz,Platino,4,1409
37777339,Rodrigo Martin Navarro,General B,1,1812
68462396,Alejandro Rojas Herrera,Prensa,4,1257
37439489,Fabiana Vargas Rojas,Discapacitado,2,1147
71490333,Esteban Torres Gonzales,Discapacitado,2,1128
52678234,Pablo Romero Alvarez,VIP,5,1523
43072109,Ana Romero Quispe,General B,1,1148
37251449,Rafael Moreno Acosta,General B,1,1643
67065028,Rafael Jimenez Quispe,General B,1,1859
74316102,Monica Gomez Vargas,Platino,4,0817
97538015,Jimena Castillo Rojas,General A,2,1641
38958653,Tomas Medina Quispe,VIP,5,1646
31514101,Cecilia Rios Castillo,VIP,5,2201
19745332,Mariana Castro Solis,Prensa,4,0927
27479378,Elizabeth Lopez Vargas,General B,1,1045
79945772,Elizabeth Mamani Gonzales,Staff,3,0844
50915334,Nicolas Acosta Rodriguez,Staff,3,0850
50086263,Valentina Perez Alvarez,General A,2,2239
13935121,Diego Lopez Rodriguez,VIP,5,1518
33639559,Claudia Rodriguez Jimenez,Staff,3,1316
56736706,Gabriela Garcia Romero,General B,1,1017
56695466,Daniela Mamani Acosta,VIP,5,0920
26156989,Sofia Castro Martin,Prensa,4,1400
28881560,Mateo Gonzales Lopez,VIP,5,2217
28152847,Julio Perez Acosta,Platino,4,1116
15380515,Isabel Castro Navarro,Platino,4,1034
85646549,Catalina Castillo Martinez,General B,1,0928
70179042,Estefania Soto Perez,General A,2,2015
90135800,Emilio Medina Herrera,Discapacitado,2,1043
82962177,Alicia Medina Alvarez,General B,1,0945
23068569,Gustavo Flores Navarro,Staff,3,1900
80667664,Sergio Gomez Navarro,Platino,4,1440
86475597,Sofia Diaz Sanchez,General B,1,1008
70019444,Sebastian Solis Rios,Staff,3,0937
31076183,Daniel Rojas Quispe,Platino,4,1427
20666810,Antonio Medina Perez,Staff,3,1202
48603846,Adriana Lopez Ruiz,General B,1,1321
22869062,Nicolas Alvarez Rios,Platino,4,2235
57215784,Luis Diaz Flores,Prensa,4,1143
59493648,Daniel Ruiz Perez,Discapacitado,2,1017
54094763,Gabriela Gonzales Romero,VIP,5,1630
96590605,Carla Lopez Alvarez,Prensa,4,2247
22851596,Rodrigo Soto Lopez,General A,2,1043
82020594,Laura Castillo Fernandez,Platino,4,1213
14085845,Alejandra Ruiz Moreno,Platino,4,0815
73209843,Mariana Mamani Martin,General B,1,1352
79669381,Mariana Acosta Ruiz,General B,1,1625
34682717,Jimena Jimenez Flores,General B,1,0836
85693659,Veronica Perez Mamani,Prensa,4,1521
39476574,Daniela Navarro Medina,VIP,5,1032
24501652,Pilar Rodriguez Romero,General B,1,0904
35626809,Carlos Perez Lopez,General B,1,1519
97972923,Rosa Castro Lopez,VIP,5,2043
73544567,Javier Rodriguez Ruiz,Platino,4,2155
63617968,Josefa Vargas Quispe,Discapacitado,2,1230
96092703,Victor Moreno Castro,General B,1,1745
19904468,Clara Garcia Mamani,VIP,5,0941
47081762,Fabiana Martinez Ruiz,Platino,4,1917
16998925,Ana Solis Rojas,Discapacitado,2,1136
13601414,Jose Romero Medina,Platino,4,1035
53260584,Sergio Gonzales Gomez,Staff,3,1914
19896666,Jose Castro Sanchez,VIP,5,1501
87642068,Andrea Flores Solis,Platino,4,1657
17705015,Valeria Herrera Rojas,General B,1,2102
57265949,Sergio Sanchez Solis,General A,2,1154
29599104,Elena Soto Lopez,Prensa,4,1706
73033100,Paulina Mamani Jimenez,Prensa,4,0804
44818286,Camila Alvarez Martinez,VIP,5,1444
94109916,Rosa Soto Jimenez,General A,2,1124
55284303,Fernanda Rojas Sanchez,Staff,3,1807
63229185,Valentina Castillo Flores,General A,2,1047
43170702,Jorge Lopez Medina,Prensa,4,1513
61809243,Florencia Herrera Alvarez,Prensa,4,0840
85774424,Carlos Castro Medina,VIP,5,2038
85013076,Diana Ruiz Acosta,Platino,4,2224
78080890,Ricardo Torres Gonzales,Prensa,4,2231
39183360,Fabiana Diaz Gonzales,VIP,5,1743
48782349,Alejandro Fernandez Castro,VIP,5,1015
71169160,Alejandra Alvarez Martinez,Platino,4,1934
97464179,Jimena Rojas Ruiz,VIP,5,0947
97125991,Sandra Martin Flores,General A,2,1549
44243763,Estefania Romero Jimenez,Staff,3,2024
63572056,Rosa Rojas Castro,VIP,5,1635
78068371,Sergio Rojas Perez,General B,1,1449
79984700,Sebastian Medina Diaz,Discapacitado,2,1014
68691056,Valeria Lopez Romero,General B,1,1034
95552725,Camila Navarro Alvarez,General B,1,1134
81969239,Cristina Rodriguez Herrera,Staff,3,1953
82608514,Roberto Gomez Fernandez,Staff,3,1211
66445393,Diana Moreno Perez,VIP,5,1348
60322725,Pedro Herrera Castillo,General A,2,1317
28925294,David Sanchez Lopez,General A,2,2047
90653035,Rodrigo Solis Martinez,General B,1,2142
67674059,Jose Moreno Rodriguez,VIP,5,1335
94708399,Alejandra Jimenez Rodriguez,Staff,3,0823
41479914,Angel Castillo Romero,Prensa,4,0923
87381413,Margarita Navarro Martin,Platino,4,1155
42302948,Gabriela Diaz Alvarez,VIP,5,1002
29689301,David Rojas Romero,Staff,3,1315
49900214,Miguel Sanchez Quispe,Staff,3,1030
51227030,Manuel Romero Acosta,Prensa,4,2101
90941026,Esteban Diaz Perez,Prensa,4,2112
62409347,Felipe Quispe Navarro,Platino,4,1031
68810818,Leonardo Moreno Herrera,Discapacitado,2,1737
15573894,Mario Rojas Gonzales,Prensa,4,1224
87180146,Francisco Vargas Martin,General A,2,1728
70112677,Emilia Rojas Medina,Staff,3,1924
24260979,Martin Flores Garcia,Prensa,4,1724
14382283,Sandra Diaz Jimenez,Platino,4,0955
86970975,Samuel Torres Perez,Discapacitado,2,1752
55160660,Rafael Flores Gonzales,General A,2,1339
87401585,Marta Castro Rojas,General B,1,1751
33725134,Maria Fernandez Torres,General B,1,0934
98661597,Natalia Acosta Solis,General A,2,0910
14069105,Isabel Solis Romero,Staff,3,1547
82416274,Diana Soto Solis,Discapacitado,2,2254
53182634,Tomas Gomez Garcia,Discapacitado,2,1921
24350460,Jesus Moreno Fernandez,Platino,4,1839
36217023,Marta Alvarez Herrera,General B,1,2009
44499099,Martin Solis Lopez,Discapacitado,2,1128
34716254,Estefania Castillo Herrera,VIP,5,0909
41665506,Estefania Medina Gonzales,Prensa,4,1415
34271401,Samuel Garcia Torres,Discapacitado,2,1442
33393220,Valeria Gonzales Acosta,Platino,4,1654
62913075,Roberto Romero Vargas,General B,1,1121
19160410,Martin Perez Herrera,VIP,5,1954
63254746,Mariana Rojas Rodriguez,Staff,3,1810
67870000,Clara Torres Herrera,VIP,5,2246
50310902,Natalia Soto Perez,Prensa,4,1235
65562558,Manuela Medina Rios,Staff,3,2051
41873316,Sandra Romero Rojas,General A,2,1746
76455456,Gabriel Perez Torres,Discapacitado,2,2227
35494406,Javier Martinez Lopez,General B,1,1002
75778893,Alejandro Romero Navarro,General A,2,2206
35046087,Santiago Herrera Romero,General A,2,1352
83860764,Marta Alvarez Moreno,VIP,5,0820
54923443,Esteban Castro Herrera,Staff,3,1006
89649033,Nicolas Ruiz Castro,Platino,4,2258
51308900,Maria Quispe Martin,Staff,3,1333
52537228,Rafael Solis Herrera,General A,2,0925
13264381,Estefania Moreno Mamani,General B,1,1938
15151050,Clara Jimenez Gomez,Platino,4,1727
26104798,Pablo Navarro Herrera,Discapacitado,2,1336
44571195,Laura Diaz Gomez,General A,2,1526
